X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-7.000000e-02,1.000000e-04,
0,-5.800000e-01,-3.600000e-01,
1,-5.200000e-01,-4.400000e-01,
2,-5.800000e-01,-3.600000e-01,
3,-5.200000e-01,-4.400000e-01,
4,-4.600000e-01,-3.400000e-01,
5,-5.800000e-01,-4.600000e-01,
6,-6.000000e-01,-5.000000e-01,
7,-4.600000e-01,-3.800000e-01,
8,-5.400000e-01,-5.000000e-01,
9,-4.200000e-01,-3.400000e-01,
10,-5.000000e-01,-3.800000e-01,
11,-4.000000e-01,-5.000000e-01,
12,-4.000000e-01,-4.000000e-01,
13,-5.200000e-01,-5.400000e-01,
14,-4.600000e-01,-4.200000e-01,
15,-3.800000e-01,-5.000000e-01,
16,-5.000000e-01,-4.000000e-01,
17,-3.400000e-01,-5.600000e-01,
18,-3.000000e-01,-3.800000e-01,
19,-4.600000e-01,-5.400000e-01,
20,-2.800000e-01,-3.600000e-01,
21,-4.600000e-01,-5.400000e-01,
22,-3.800000e-01,-4.200000e-01,
23,-3.000000e-01,-5.000000e-01,
24,-3.800000e-01,-5.200000e-01,
25,-2.800000e-01,-4.000000e-01,
26,-4.000000e-01,-5.800000e-01,
27,-2.400000e-01,-3.800000e-01,
28,-2.400000e-01,-4.000000e-01,
29,-3.600000e-01,-5.600000e-01,
30,-2.200000e-01,-4.000000e-01,
31,-3.600000e-01,-5.600000e-01,
32,-1.800000e-01,-3.800000e-01,
33,-3.200000e-01,-5.400000e-01,
34,-3.400000e-01,-5.600000e-01,
35,-2.000000e-01,-4.200000e-01,
36,-3.200000e-01,-5.600000e-01,
37,-1.800000e-01,-4.200000e-01,
38,-1.000000e-01,-3.800000e-01,
39,-3.200000e-01,-6.000000e-01,
40,-1.800000e-01,-4.400000e-01,
41,-3.000000e-01,-6.000000e-01,
42,-2.000000e-01,-5.000000e-01,
43,-2.600000e-01,-5.600000e-01,
44,-2.800000e-01,-6.000000e-01,
45,-1.200000e-01,-4.400000e-01,
46,-2.400000e-01,-5.800000e-01,
47,-1.400000e-01,-4.800000e-01,
48,-6.000000e-02,-6.000000e-01,
49,-2.200000e-01,-4.200000e-01,
50,-6.000000e-02,-4.400000e-01,
51,-2.400000e-01,-6.400000e-01,
52,-2.000000e-02,-4.400000e-01,
53,-1.800000e-01,-6.000000e-01,
54,2.000000e-02,-4.400000e-01,
55,-1.400000e-01,-6.000000e-01,
56,-8.000000e-02,-5.600000e-01,
57,0.000000e+00,-4.800000e-01,
58,6.000000e-02,-4.400000e-01,
59,-1.000000e-01,-6.000000e-01,
60,-2.000000e-02,-5.400000e-01,
61,6.000000e-02,-4.400000e-01,
62,0.000000e+00,-5.200000e-01,
63,8.000000e-02,-4.200000e-01,
64,4.000000e-02,-4.200000e-01,
65,1.200000e-01,-5.000000e-01,
66,6.000000e-02,-4.000000e-01,
67,1.400000e-01,-4.800000e-01,
68,8.000000e-02,-4.600000e-01,
69,1.600000e-01,-3.800000e-01,
70,2.200000e-01,-3.400000e-01,
71,8.000000e-02,-5.000000e-01,
72,1.400000e-01,-4.400000e-01,
73,2.200000e-01,-3.200000e-01,
74,3.000000e-01,-2.400000e-01,
75,1.200000e-01,-4.800000e-01,
76,3.000000e-01,-2.400000e-01,
77,1.400000e-01,-4.000000e-01,
78,2.000000e-01,-3.600000e-01,
79,3.600000e-01,-2.200000e-01,
80,2.200000e-01,-3.400000e-01,
81,3.200000e-01,-2.400000e-01,
82,3.400000e-01,-2.200000e-01,
83,2.200000e-01,-3.400000e-01,
84,2.600000e-01,-3.000000e-01,
85,4.200000e-01,-1.200000e-01,
86,4.400000e-01,-1.000000e-01,
87,2.600000e-01,-3.000000e-01,
88,3.400000e-01,-2.400000e-01,
89,4.200000e-01,-1.200000e-01,
90,3.400000e-01,-2.000000e-01,
91,4.800000e-01,-6.000000e-02,
92,3.800000e-01,-1.800000e-01,
93,5.000000e-01,-4.000000e-02,
94,4.200000e-01,-1.200000e-01,
95,5.000000e-01,-4.000000e-02,
96,4.400000e-01,-1.200000e-01,
97,5.400000e-01,-2.000000e-02,
98,4.000000e-01,-1.400000e-01,
99,5.800000e-01,6.000000e-02,
100,6.800000e-01,1.200000e-01,
101,4.400000e-01,-1.000000e-01,
102,6.400000e-01,1.000000e-01,
103,4.600000e-01,-6.000000e-02,
104,4.600000e-01,8.000000e-02,
105,6.200000e-01,-6.000000e-02,
106,6.200000e-01,0.000000e+00,
107,5.200000e-01,1.200000e-01,
108,6.400000e-01,4.000000e-02,
109,5.400000e-01,1.400000e-01,
110,5.200000e-01,2.000000e-02,
111,7.000000e-01,2.000000e-01,
112,6.400000e-01,2.000000e-01,
113,5.400000e-01,8.000000e-02,
114,6.800000e-01,2.400000e-01,
115,5.200000e-01,8.000000e-02,
116,5.200000e-01,1.000000e-01,
117,6.800000e-01,2.600000e-01,
118,4.200000e-01,2.000000e-02,
119,7.400000e-01,4.000000e-01,
120,6.800000e-01,2.000000e-01,
121,5.800000e-01,3.400000e-01,
122,5.600000e-01,2.000000e-01,
123,7.200000e-01,3.800000e-01,
124,5.800000e-01,2.800000e-01,
125,6.800000e-01,3.800000e-01,
126,6.800000e-01,2.600000e-01,
127,5.200000e-01,4.600000e-01,
128,6.800000e-01,3.000000e-01,
129,5.000000e-01,4.600000e-01,
130,4.800000e-01,3.000000e-01,
131,6.600000e-01,5.000000e-01,
132,6.000000e-01,3.800000e-01,
133,5.000000e-01,4.800000e-01,
134,6.400000e-01,5.600000e-01,
135,3.800000e-01,2.800000e-01,
